brand,make,year,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive
Škoda,Superb,2011,8000,210000,M,4/5,0,77,1598.0,diesel,1,BL,2,0,SW,5,F
Ford,Escort,1997,600,251200,M,4/5,0,51,1753.0,diesel,0,BL,0,0,SDN,1,F
Renault,Megane,2004,2099,177000,M,4/5,0,83,1598.0,petrol,0,BL,4,0,SDN,3,F
Renault,Espace,2003,1550,200000,M,4/5,0,88,1870.0,diesel,1,BL,4,0,VAN,3,F
VW,Caddy,2006,3460,250000,M,4/5,0,55,1870.0,diesel,1,VAR,4,0,SDN,4,F
Fiat,Punto,1996,620,111,M,2/3,0,44,1100.0,LPG,1,VAR,1,0,SM,2,F
Renault,Modus,2006,2450,156481,M,4/5,0,77,1598.0,petrol,1,VAR,4,0,VAN,4,F
VW,Passat,2001,1599,305000,M,4/5,0,96,1896.0,diesel,1,GR,4,0,SDN,3,F
Opel,Corsa,2001,1299,110000,M,4/5,0,43,973.0,petrol,1,VAR,1,0,HB,3,F
Opel,Zafira,2003,1800,174000,M,4/5,0,74,1598.0,petrol,0,BL,2,0,VAN,3,F
VW,Golf 3,1993,720,123456,M,4/5,0,55,1896.0,diesel,0,VAR,0,0,HB,2,F
Fiat,Fiorino,2009,3550,180000,M,4/5,0,45,1280.0,diesel,0,VAR,4,0,SDN,4,F
Mercedes,A 180,2005,3800,229000,M,4/5,0,80,1992.0,diesel,1,BL,4,0,HB,4,F
VW,Passat,2002,2350,181329,M,4/5,0,74,1896.0,diesel,1,GR,4,0,SW,3,F
Opel,Astra,1996,499,267000,M,2/3,0,40,1700.0,diesel,0,WH,0,0,HB,2,F
Opel,Corsa,2008,2950,178000,M,2/3,0,55,1248.0,diesel,1,VAR,2,0,HB,4,F
Peugeot,307,2004,1950,178000,M,4/5,0,66,1998.0,diesel,0,VAR,2,0,SW,3,F
Seat,Toledo,2000,1450,123456,M,4/5,0,66,1900.0,diesel,0,BL,2,0,SDN,3,F
VW,Fox,2005,2150,169000,M,2/3,0,51,1422.0,diesel,1,VAR,2,0,HB,3,F
Renault,Clio,2005,1600,100000,M,2/3,0,44,1200.0,petrol,1,VAR,3,0,HB,4,F
Ford,Focus,2008,3250,230000,M,2/3,0,85,1598.0,petrol,0,BL,2,0,HB,4,F
Peugeot,307,2003,1750,177000,M,4/5,0,80,1596.0,petrol,0,VAR,4,0,SW,3,F
Fiat,Grande Punto,2006,1950,220000,M,2/3,0,66,1248.0,diesel,1,GR,2,0,HB,4,F
Fiat,Doblo,2003,2350,177000,M,4/5,0,74,1910.0,diesel,1,VAR,2,0,VAN,3,F
Opel,Meriva,2005,2299,279200,M,4/5,0,51,1248.0,diesel,1,BL,2,0,VAN,3,F
Seat,Ibiza,2005,1799,168545,M,2/3,0,47,1190.0,petrol,1,BL,4,0,HB,4,F
Peugeot,307,2004,1850,180000,M,4/5,0,66,1998.0,diesel,0,VAR,4,0,SW,3,F
Seat,Arosa,2002,1650,178000,M,2/3,0,44,1716.0,diesel,0,BL,2,0,HB,3,F
Opel,Meriva,2009,3190,149557,M,4/5,0,74,1686.0,diesel,1,VAR,4,0,VAN,4,F
Dacia,Logan,2006,2100,109000,M,4/5,0,55,1400.0,LPG,1,VAR,0,0,SDN,4,F
Kia,Sorento,2004,3450,185898,M,4/5,0,102,2351.0,LPG,1,WH,4,0,SUV,3,4x4
Ford,Mondeo,2013,7950,185580,M,4/5,0,103,1997.0,diesel,0,VAR,4,0,SW,5,F
Fiat,Grande Punto,2009,3200,173000,M,4/5,0,55,1368.0,petrol,0,VAR,2,0,SDN,4,F
BMW,118,2005,3700,183000,M,4/5,0,90,1980.0,diesel,0,GR,4,0,HB,3,B
Dacia,Logan,2007,1650,220000,M,4/5,0,64,1598.0,LPG,1,BL,4,0,SDN,3,F
VW,Passat,2002,3300,281000,M,4/5,0,96,1900.0,diesel,1,VAR,4,0,SDN,3,F
Opel,Insignia,2011,6400,178000,M,4/5,0,119,1998.0,diesel,1,BL,4,0,SDN,5,F
Renault,Scenic,2008,2990,192825,M,4/5,0,96,1870.0,diesel,1,GR,4,0,VAN,4,F
Smart,ForTwo,2002,1400,179000,A,2/3,0,40,600.0,petrol,1,VAR,2,0,CP,3,F
BMW,218 Active Tourer,2016,12700,170000,A,4/5,0,110,1995.0,diesel,1,WH,4,0,VAN,6,F
Mitsubishi,Carisma,2003,1600,290000,M,4/5,0,74,1900.0,diesel,1,VAR,4,0,SDN,3,F
VW,Golf 3,1994,1100,303000,M,2/3,0,85,1983.0,petrol,1,VAR,2,0,HB,2,F
Daihatsu,Gran Move,2000,1300,200000,M,4/5,0,66,1600.0,petrol,0,VAR,1,0,SW,3,F
Citroen,C4,2006,2590,160520,M,4/5,0,65,1360.0,petrol,0,VAR,3,0,HB,4,F
Chevrolet,Spark,2012,3650,135000,M,4/5,0,50,999.0,LPG,1,VAR,2,0,HB,5,F
Renault,Clio,2004,1800,185898,M,4/5,0,48,1461.0,diesel,0,GR,3,0,HB,3,F
Renault,Modus,2005,2350,218000,M,4/5,0,68,1598.0,petrol,0,BL,3,0,HB,4,F
Renault,Scenic,2004,1699,117000,M,4/5,0,88,1870.0,diesel,0,VAR,4,0,HB,4,F
Renault,Clio,2003,4300,181000,M,2/3,0,125,1998.0,petrol,1,BL,4,0,HB,3,F
Ford,Kuga,2012,8250,267500,A,6/7,0,103,1997.0,diesel,0,VAR,4,0,SUV,5,F
Alfa Romeo,147,2007,2450,167542,M,4/5,0,88,1900.0,diesel,0,BL,2,0,HB,4,F
VW,Passat,1995,550,100000,M,4/5,0,74,1595.0,LPG,1,VAR,4,0,SW,2,F
Audi,A4,2003,2500,234531,M,4/5,0,96,1896.0,diesel,0,GR,4,0,SW,3,F
Peugeot,407,2008,3099,179667,M,4/5,0,81,1560.0,diesel,1,BL,4,0,SW,4,F
Ford,Focus,2002,1300,202000,M,4/5,0,74,1600.0,petrol,1,GR,3,0,HB,3,F
Opel,Meriva,2008,2990,155325,M,4/5,0,55,1248.0,diesel,1,VAR,3,0,HB,4,F
Mercedes,A 160,2006,3500,223100,M,4/5,0,60,1992.0,diesel,1,GR,3,0,SDN,4,F
Peugeot,607,2007,3890,238911,M,4/5,0,100,1997.0,diesel,1,GR,4,0,SDN,4,F
Citroen,C4,2006,3000,166000,M,4/5,0,66,1560.0,diesel,0,BL,2,0,HB,4,F
Yugo,Koral In,2004,670,113679,M,2/3,0,40,1116.0,LPG,1,VAR,0,0,HB,3,F
BMW,520,2006,7500,202674,M,4/5,0,110,2000.0,diesel,1,BL,4,0,SDN,4,B
Renault,Laguna,2001,999,258397,M,4/5,0,79,1870.0,diesel,0,GR,3,0,SW,3,F
Fiat,Punto,2006,1500,169625,M,2/3,1,70,1368.0,petrol,1,VAR,4,0,SM,4,F
Opel,Vectra,2002,1499,260000,M,4/5,0,74,1995.0,diesel,1,VAR,4,0,SDN,3,F
Fiat,Bravo,2008,2340,147000,M,4/5,1,77,1598.0,diesel,0,WH,4,0,SDN,4,F
Dacia,Logan,2005,1200,154000,M,4/5,0,55,1.0,petrol,0,VAR,2,0,SDN,4,F
Peugeot,206,2003,1300,200000,M,2/3,0,50,1400.0,diesel,1,VAR,1,0,HB,3,F
Hyundai,i30,2008,3300,110000,M,4/5,0,66,1596.0,diesel,0,BL,3,0,SW,4,F
Audi,A3,2004,3650,180000,M,4/5,1,103,1968.0,diesel,0,BL,4,0,SDN,4,F
Renault,Megane,2003,1890,240,M,4/5,0,64,1486.0,diesel,0,GR,2,0,HB,3,F
Opel,Astra,2005,2850,194901,M,2/3,0,74,1686.0,diesel,0,BL,4,0,HB,4,F
Opel,Agila,2002,1350,190000,M,4/5,0,55,1200.0,petrol,1,GR,2,0,VAN,4,F
VW,Golf 2,1988,550,305000,M,2/3,0,40,1298.0,petrol,0,GR,0,0,HB,1,F
Renault,Kangoo,2001,1399,315000,M,4/5,0,47,1870.0,diesel,1,WH,1,0,VAN,3,B
Renault,Clio,2002,1050,356840,M,2/3,0,60,1461.0,diesel,1,GR,2,0,HB,3,F
BMW,X5,2008,9450,242500,A,4/5,0,173,2993.0,diesel,0,GR,4,0,SUV,4,4x4
Kia,Sportage,1987,2500,168000,M,4/5,0,87,1998.0,LPG,0,VAR,2,0,SUV,2,4x4
Lada,110,2002,580,238778,M,4/5,0,66,1499.0,petrol,1,GR,0,0,SDN,3,F
Porsche,Cayenne,2006,5800,265000,A,4/5,1,250,4500.0,petrol,1,GR,4,0,SUV,4,4x4
Opel,Astra,2004,2650,241189,M,4/5,0,74,1686.0,diesel,1,BL,4,0,HB,4,F
Fiat,Punto,2010,2710,160000,M,4/5,1,48,1242.0,petrol,0,BL,4,0,SM,4,F
Renault,Megane,2002,1300,201000,M,4/5,0,75,1.0,diesel,0,VAR,3,0,SW,3,F
Fiat,Punto,2006,1490,188000,M,4/5,1,70,1368.0,petrol,1,WH,4,0,SM,4,F
Renault,Clio,2016,6250,136850,M,4/5,0,66,998.0,petrol,0,VAR,2,0,HB,5,F
Chevrolet,Spark,2008,1500,94000,M,4/5,0,38,800.0,petrol,1,VAR,2,0,HB,4,F
Daewoo,Tico,1998,650,126000,M,4/5,0,30,796.0,petrol,1,VAR,0,0,HB,3,F
Peugeot,407,2005,2790,198856,M,4/5,0,100,1997.0,diesel,0,GR,4,0,SW,4,F
Audi,A3,2005,3180,230000,M,4/5,1,103,1968.0,diesel,0,BL,4,0,SDN,4,F
BMW,118,2006,4600,169000,M,4/5,1,90,1995.0,diesel,0,GR,4,0,HB,4,B
Opel,Vectra,2001,1000,320200,M,4/5,0,74,1971.0,diesel,1,VAR,2,0,SW,3,F
VW,Golf 5,2008,4799,195000,M,2/3,0,77,1896.0,diesel,1,BL,4,0,HB,5,F
Peugeot,206,2004,1550,204000,M,2/3,0,80,1600.0,diesel,0,VAR,2,0,CP,3,F
Audi,A4,2008,7600,216000,M,4/5,0,105,1968.0,diesel,0,GR,4,0,SDN,5,F
Opel,Astra,2009,4990,180000,M,2/3,0,92,1695.0,diesel,0,GR,2,0,CP,4,F
Fiat,Bravo,2011,4999,114500,M,4/5,0,77,1598.0,diesel,1,WH,2,0,HB,5,F
BMW,318,2014,11990,154128,M,4/5,0,100,1995.0,diesel,0,VAR,4,0,SDN,6,B
Hyundai,Matrix,2002,1400,248000,M,4/5,0,59,1493.0,diesel,1,BL,2,0,VAN,3,F
Audi,A3,2005,1590,224000,A,4/5,1,110,1984.0,petrol,1,GR,4,0,SDN,4,F
Mercedes,ML 350,2011,17500,157000,A,4/5,0,165,3000.0,diesel,0,WH,4,0,SUV,6,4x4
Renault,Megane,2014,6050,149000,M,4/5,0,70,1461.0,diesel,0,BL,2,0,HB,5,F
BMW,318,2016,13900,205506,M,4/5,0,110,1995.0,diesel,1,VAR,4,0,SDN,6,B
VW,Transporter,2018,7800,82000,M,4/5,0,102,1896.0,diesel,0,VAR,2,1,SUV,4,F
VW,Polo,2002,1750,204230,M,2/3,0,40,1198.0,petrol,1,BL,2,0,HB,3,F
Alfa Romeo,156,2005,1900,238000,M,4/5,0,85,1900.0,diesel,1,VAR,4,0,SW,3,F
Zastava,101,2008,450,150000,M,4/5,0,40,1116.0,LPG,0,VAR,0,0,SDN,2,F
Lada,Niva,1999,1600,130000,M,4/5,0,59,1681.0,LPG,0,WH,0,0,SDN,2,4x4
Citroen,C3,2005,2399,177284,M,4/5,0,54,1400.0,petrol,0,VAR,4,0,HB,4,F
Ford,Mondeo,2009,5490,300000,M,4/5,0,92,1800.0,diesel,0,VAR,4,0,SW,4,F
Opel,Astra,2006,2050,320000,M,4/5,0,88,1896.0,diesel,0,VAR,4,0,SW,4,F
Renault,Kangoo,2009,3490,167000,M,2/3,0,78,1598.0,petrol,0,BL,4,0,VAN,4,F
Renault,Clio,2010,3500,210000,M,2/3,0,63,1461.0,diesel,1,VAR,2,0,HB,3,F
Peugeot,206,2001,1550,152300,M,4/5,0,81,1598.0,petrol,0,VAR,4,0,HB,3,F
Suzuki,Ignis,2004,1850,214000,M,2/3,0,80,1489.0,LPG,0,VAR,2,0,CP,4,4x4
Chevrolet,Spark,2009,1950,131500,M,4/5,0,38,796.0,LPG,0,VAR,2,0,HB,4,F
Peugeot,407,2007,3700,218988,M,4/5,0,100,2000.0,diesel,1,GR,4,0,SW,4,F
VW,Passat,2003,2650,260000,M,4/5,0,74,1896.0,diesel,0,GR,4,0,SDN,3,F
Opel,Corsa,1997,690,228000,M,2/3,0,33,1196.0,petrol,1,BL,0,0,HB,2,F
VW,Polo,2008,2990,138000,M,4/5,0,59,1400.0,diesel,0,GR,4,0,HB,4,F
Peugeot,407,2010,4650,213000,M,4/5,0,80,1560.0,diesel,1,GR,4,0,SDN,4,F
Nissan,Tiida,2008,3270,150000,M,4/5,1,93,1798.0,petrol,1,GR,4,0,SDN,4,F
Nissan,Micra,2013,3930,105000,M,4/5,1,72,1198.0,petrol,1,BL,4,0,SM,5,F
Jeep,Grand Cherokee,2002,100,130000,A,4/5,0,103,3100.0,diesel,0,VAR,4,0,SUV,3,4x4
Jeep,Grand Cherokee,2001,100,170000,A,4/5,0,103,3100.0,diesel,0,VAR,4,0,SUV,3,4x4
Peugeot,406,2001,1000,337000,M,4/5,0,85,1800.0,petrol,1,VAR,2,0,SDN,3,F
Nissan,Micra,2006,1400,212000,M,2/3,1,65,1386.0,petrol,1,GR,4,0,SM,4,F
VW,Golf 4,2001,1800,250000,M,4/5,0,66,1900.0,diesel,0,VAR,2,0,HB,3,F
Peugeot,306,2001,890,203438,M,4/5,0,51,1858.0,diesel,0,WH,2,0,HB,3,F
VW,Passat,2009,6250,238500,A,4/5,0,125,1968.0,diesel,0,BL,4,0,SW,4,F
Renault,Kangoo,2012,3599,160148,M,4/5,0,66,1461.0,diesel,0,WH,2,0,PU,5,F
Fiat,Stilo,2002,950,212000,M,4/5,0,85,1910.0,diesel,1,BL,2,0,HB,3,F
VW,Passat,2011,8250,214000,M,4/5,0,77,1600.0,diesel,1,VAR,4,0,SW,5,F
Citroen,C4 Grand Picasso,2007,3500,193470,A,4/5,0,100,1997.0,diesel,0,GR,4,0,VAN,4,F
Seat,Ibiza,1998,580,208000,M,4/5,0,44,1390.0,petrol,1,VAR,0,0,HB,2,F
VW,Polo,1998,550,200000,M,2/3,0,44,1400.0,petrol,0,GR,0,0,CP,2,F
VW,Polo,2007,2850,181000,M,4/5,0,40,1198.0,petrol,1,BL,2,0,HB,4,F
Renault,Scenic,2001,1450,187000,M,4/5,0,74,1900.0,diesel,1,GR,2,0,VAN,3,F
Citroen,C4,2007,3100,130000,M,4/5,0,80,1587.0,petrol,0,GR,4,0,HB,4,F
Fiat,Punto,2001,1050,267000,M,2/3,0,96,1789.0,petrol,0,GR,2,0,HB,3,F
Ford,Fiesta,1997,550,146000,M,2/3,0,44,1753.0,diesel,1,VAR,2,0,HB,2,F
VW,Golf 5,2007,4450,240000,M,4/5,0,77,1900.0,diesel,0,VAR,4,0,HB,4,F
Mazda,2,2012,4499,176550,M,4/5,0,62,1300.0,petrol,0,GR,2,0,HB,5,F
Opel,Vectra,1996,800,265574,M,4/5,0,74,1598.0,LPG,1,GR,2,0,SDN,2,F
VW,Golf 4,2002,2550,205000,M,4/5,0,66,1900.0,diesel,0,VAR,4,0,SW,3,F
VW,Polo,1997,700,203000,M,2/3,0,37,999.0,petrol,0,WH,0,0,CP,4,F
VW,Golf 4,2001,1450,324000,M,4/5,0,66,1900.0,diesel,1,WH,2,0,SW,2,F
Opel,Astra,2002,1650,201000,M,4/5,0,74,1998.0,diesel,0,VAR,2,0,HB,3,F
Citroen,ZX,1997,800,270000,M,2/3,0,55,1400.0,petrol,0,GR,0,0,CP,2,F
Fiat,Campagnola,1979,1350,31000,M,2/3,0,59,1600.0,LPG,1,VAR,0,0,SUV,3,4x4
Peugeot,307,2003,1950,210000,M,4/5,0,66,1997.0,diesel,1,GR,4,0,SW,3,F
VW,Golf 4,2002,1650,250000,M,4/5,0,96,1990.0,diesel,0,GR,4,0,SDN,3,F
Mercedes,C 220,1997,1450,310515,M,4/5,0,70,2200.0,diesel,1,BL,2,0,SDN,2,B
Peugeot,307,2002,2350,178000,M,4/5,0,66,1997.0,diesel,0,BL,4,0,HB,3,F
Peugeot,307,2003,2000,194000,M,4/5,0,80,1998.0,diesel,1,GR,4,0,HB,3,F
Peugeot,407,2007,3650,195000,M,4/5,0,100,1997.0,diesel,0,BL,4,0,SDN,4,F
Opel,Astra,2008,4000,109000,M,4/5,0,59,1698.0,diesel,0,BL,2,0,HB,4,F
Citroen,C4,2017,9250,154996,M,4/5,0,88,1560.0,diesel,1,BL,4,0,HB,6,F
Mitsubishi,Space Star,2004,1550,190000,M,4/5,0,75,1870.0,diesel,1,VAR,2,0,HB,3,F
VW,Bora,2002,2550,192000,M,4/5,0,74,1900.0,diesel,1,VAR,4,0,SDN,3,F
Mazda,6,2008,4850,201000,M,4/5,0,103,1998.0,diesel,1,VAR,4,0,SDN,4,F
Mercedes,E 220,2018,45000,18000,A,4/5,0,143,2000.0,diesel,0,VAR,3,0,SDN,6,B
Audi,A6,2000,2300,165239,A,4/5,0,132,2500.0,diesel,1,VAR,4,0,SW,3,F
Ford,Focus,2005,2550,187000,M,2/3,0,100,1997.0,diesel,0,VAR,4,0,HB,4,F
Renault,Clio,2009,2790,162073,M,4/5,0,44,1200.0,LPG,0,VAR,3,0,SDN,4,F
Renault,Megane,2009,3999,244750,M,4/5,0,57,1461.0,diesel,0,WH,2,0,HB,4,F
Renault,Grand Scenic,2006,2899,160000,M,4/5,0,88,1890.0,diesel,1,BL,4,0,VAN,4,F
Opel,Vectra,1989,700,290000,M,4/5,0,85,1989.0,LPG,1,GR,0,0,SDN,1,F
Ford,Mondeo,2004,1500,257000,M,4/5,0,85,2000.0,diesel,1,GR,4,0,SDN,3,F
Citroen,C4,2017,8950,159570,M,4/5,0,73,1560.0,diesel,1,GR,4,0,HB,6,F
Fiat,Punto,2005,1999,159000,M,4/5,0,44,1200.0,petrol,1,VAR,2,0,SDN,4,F
Kia,Sportage,2008,5850,160604,M,4/5,0,103,1991.0,diesel,0,GR,2,0,SUV,4,F
Mercedes,A 170,2005,3950,117688,A,4/5,0,85,1699.0,petrol,1,VAR,2,0,HB,4,F
Land Rover,Freelander,2005,4450,217309,M,4/5,0,82,1951.0,diesel,0,VAR,2,0,SUV,4,4x4
Land Rover,Freelander,2003,3650,157948,M,2/3,0,82,1998.0,diesel,0,BL,2,0,SUV,3,4x4
Volvo,V50,2006,2950,195921,M,4/5,0,100,1997.0,diesel,1,VAR,2,0,SW,4,F
MINI,Cooper Clubman,2009,4950,133525,M,4/5,0,88,1598.0,petrol,0,WH,2,0,SW,4,F
Citroen,Xsara Picasso,2006,2350,216493,M,4/5,0,80,1598.0,diesel,0,GR,4,0,VAN,3,F
VW,Golf 5,2008,3950,166059,M,4/5,0,77,1896.0,diesel,0,WH,2,0,SW,4,F
Peugeot,807,2005,3850,144770,M,4/5,0,80,1997.0,diesel,0,GR,4,0,VAN,4,F
Alfa Romeo,159,2007,3850,167127,M,4/5,0,110,1910.0,diesel,0,BL,4,0,SDN,4,F
Honda,Jazz,2010,4950,181245,M,4/5,0,66,1198.0,LPG,0,GR,2,0,HB,5,F
Opel,Astra,2016,9290,190000,M,4/5,0,100,1580.0,diesel,0,VAR,4,0,HB,6,F
Nissan,Micra,2007,2900,175890,M,2/3,0,48,1240.0,petrol,1,BL,4,0,HB,4,F
Fiat,Punto,2001,630,220000,M,2/3,0,44,1200.0,petrol,0,VAR,0,0,HB,3,F
Renault,Megane,2005,2499,160000,M,2/3,0,88,1870.0,diesel,0,BL,2,0,CBR,4,F
Opel,Corsa,2002,1699,160000,M,4/5,0,55,1198.0,petrol,0,BL,2,0,SDN,4,F
Ford,Focus,2001,1650,265657,M,4/5,0,74,1596.0,petrol,0,GR,4,0,HB,3,F
Renault,Twingo,2001,1250,150000,M,2/3,0,43,1200.0,petrol,1,WH,0,0,HB,3,F
VW,Polo,2002,1850,210000,M,4/5,0,47,1896.0,diesel,1,GR,2,0,SDN,3,F
Zastava,750,1979,3000,50000,M,2/3,0,18,750.0,petrol,0,WH,0,0,SDN,1,B
Ford,Mondeo,2011,7999,129850,M,4/5,1,120,1997.0,diesel,0,BL,3,0,SDN,5,F
Audi,A6,2015,19100,159432,A,4/5,1,159,2967.0,diesel,0,VAR,3,0,SW,4,F
Mercedes,E 200,1988,980,250000,M,4/5,0,54,2000.0,diesel,0,GR,0,0,SDN,1,B
Peugeot,208,2015,6950,129743,M,4/5,0,50,1398.0,diesel,0,WH,4,0,HB,6,F
Škoda,Octavia,2001,100,200000,M,4/5,0,66,1900.0,diesel,1,VAR,2,0,SW,3,F
VW,Golf 6,2011,7999,176088,M,4/5,1,103,1968.0,diesel,0,GR,3,0,VAN,5,F
Kia,Ceed,2014,8190,185675,M,4/5,1,93,1582.0,diesel,1,VAR,3,0,SW,5,F
Opel,Vectra,1998,1350,247429,M,4/5,0,74,1600.0,LPG,0,VAR,4,0,SDN,4,F
Chevrolet,Kalos,2004,1599,127387,M,4/5,0,53,1200.0,petrol,1,VAR,2,0,HB,4,F
Peugeot,308,2014,6690,164000,M,4/5,0,88,1560.0,diesel,1,VAR,4,0,HB,5,F
BMW,520,2006,6500,271321,A,4/5,0,120,2000.0,diesel,0,GR,4,0,SDN,4,B
Renault,Espace,2003,1850,244321,M,4/5,0,88,1900.0,diesel,1,GR,2,0,VAN,3,F
Fiat,Punto,2006,2250,160000,M,4/5,0,51,1248.0,diesel,1,GR,2,0,SDN,4,F
VW,Golf 4,2000,1699,223000,M,2/3,0,77,1596.0,petrol,0,VAR,4,0,HB,3,F
Renault,Vel Satis,2003,1499,230000,M,4/5,0,120,1998.0,petrol,0,GR,4,0,SDN,4,F
Peugeot,107,2007,1950,221321,M,2/3,0,50,999.0,petrol,0,WH,0,0,HB,3,F
Renault,Megane,2010,4500,179321,M,4/5,0,96,1900.0,diesel,0,VAR,4,0,SW,5,F
VW,Golf 5,2008,4900,172957,M,4/5,1,90,1390.0,petrol,0,WH,3,0,HB,4,F
Ford,Fiesta,2005,2000,130220,M,4/5,0,59,1388.0,petrol,1,GR,2,0,HB,3,F
BMW,320,2005,4800,198000,A,2/3,0,110,1997.0,diesel,0,GR,4,0,CP,4,B
Audi,A6,2001,100,199999,A,4/5,0,110,2500.0,diesel,0,VAR,4,0,SDN,3,F
Ford,Fiesta,2002,499,150000,M,2/3,0,55,1250.0,petrol,0,GR,2,0,HB,3,F
Škoda,Fabia,2001,1699,156718,M,4/5,0,50,1396.0,LPG,0,VAR,2,0,SDN,3,F
Ford,Fiesta,2010,3700,177700,M,2/3,0,50,1399.0,diesel,1,WH,2,0,HB,4,F
Kia,Soul,2014,8990,164120,M,4/5,1,93,1582.0,diesel,0,GR,3,0,SW,4,F
Fiat,Punto,2003,1499,167000,M,2/3,0,44,1242.0,petrol,0,VAR,2,0,HB,3,F
VW,Touran,2016,10950,166370,M,4/5,1,81,1598.0,diesel,0,GR,3,0,VAN,4,F
Hyundai,i30,2015,4999,240526,M,4/5,0,81,1582.0,diesel,1,WH,3,0,SW,4,F
Peugeot,307,2001,1500,175045,M,4/5,0,66,1998.0,diesel,1,GR,4,0,HB,3,F
Škoda,Fabia,2002,1250,120000,M,4/5,0,50,1397.0,petrol,0,VAR,0,0,SW,3,F
Ford,S_Max,2015,15999,138057,A,4/5,1,110,1997.0,diesel,0,GR,3,0,VAN,4,F
Škoda,Roomster,2015,4900,65840,M,4/5,1,62,1197.0,petrol,1,VAR,0,0,VAN,5,F
Škoda,Fabia,2012,4499,178669,M,4/5,1,65,1598.0,diesel,0,WH,3,0,SW,4,F
BMW,Serija 5,2011,16199,277223,A,4/5,1,190,2993.0,diesel,1,GR,3,0,SW,5,F
VW,Golf 7,2016,12390,149814,A,4/5,1,110,1968.0,diesel,0,GR,3,0,SW,5,F
BMW,X3,2013,19999,92473,A,4/5,1,190,2993.0,diesel,0,GR,3,0,SUV,5,4x4
Škoda,Rapid,2014,6990,165730,M,4/5,1,76,1598.0,diesel,0,WH,3,0,HB,5,F
Opel,Astra,2011,5799,214258,M,4/5,1,81,1686.0,diesel,0,BL,3,0,SW,4,F
Peugeot,207 CC,2008,2900,192345,M,2/3,0,88,1598.0,petrol,0,BL,2,0,CBR,4,F
VW,Caddy,2016,11999,118000,A,4/5,1,74,1968.0,diesel,0,GR,3,0,SW,5,F
Audi,A4,2016,24999,159813,A,4/5,1,140,1968.0,diesel,0,GR,3,0,SW,4,F
Toyota,Avensis,2000,1199,233000,M,4/5,0,81,1600.0,LPG,0,VAR,2,0,SDN,3,F
Audi,Q5,2009,13700,210000,M,4/5,0,125,1968.0,diesel,0,VAR,4,0,SUV,5,4x4
VW,Passat,2006,4200,390000,M,4/5,0,103,1986.0,diesel,1,GR,4,0,SW,5,F
Ford,Focus,2002,1590,201260,M,4/5,1,65,1753.0,diesel,0,GR,3,0,SW,3,F
VW,Polo,2001,1650,225063,M,2/3,0,55,1390.0,petrol,1,GR,1,0,SDN,3,F
VW,Touareg,2013,17999,233768,A,4/5,1,179,2967.0,diesel,0,GR,3,0,SW,4,4x4
Škoda,Octavia,2015,11990,160504,A,4/5,1,110,1968.0,diesel,0,VAR,3,0,SW,5,F
Audi,A4,2016,24999,159813,A,4/5,1,140,1968.0,diesel,0,GR,3,0,SW,4,F
Škoda,Fabia,2015,4200,234475,M,4/5,1,43,999.0,petrol,0,VAR,3,0,HB,4,F
Subaru,Justy,2003,3000,68000,M,4/5,0,73,1490.0,petrol,1,GR,2,0,SUV,3,4x4
Renault,Clio,2000,600,230000,M,2/3,0,47,1870.0,diesel,1,WH,0,0,HB,4,F
Seat,Ibiza,2003,2150,144000,M,4/5,0,47,1198.0,petrol,1,BL,4,0,HB,3,F
VW,Golf 5,2006,4100,200000,M,4/5,0,125,1996.0,diesel,1,GR,4,0,HB,4,F
VW,Passat,2008,3450,291203,M,4/5,0,77,1896.0,diesel,0,GR,4,0,SW,4,F
VW,Golf 7,2013,9000,194000,M,4/5,0,77,1600.0,diesel,1,BL,3,0,HB,5,F
Mazda,3,2010,5500,100700,M,4/5,0,77,1600.0,petrol,0,BL,4,0,HB,4,F
MG,ZR,2002,1270,254000,M,2/3,0,68,1400.0,LPG,0,VAR,2,0,HB,4,F
Peugeot,407,2004,1900,270000,M,4/5,0,80,1560.0,diesel,1,GR,2,0,SDN,4,F
Peugeot,207,2006,2700,195000,M,2/3,0,66,1.0,diesel,0,BL,2,0,HB,4,F
Mazda,CX_7,2008,6199,198232,M,4/5,0,191,2289.0,petrol,0,GR,4,0,SUV,4,4x4
Fiat,Doblo,2011,5290,171345,M,4/5,0,70,1368.0,LPG,1,WH,2,0,PU,5,F
Mercedes,E 320,2005,5000,260000,A,4/5,0,165,2970.0,diesel,1,BL,4,0,SW,3,B
Opel,Corsa,2002,1590,248000,M,4/5,0,55,1686.0,diesel,1,GR,2,0,HB,3,F
VW,Touran,2006,3850,192000,M,4/5,0,125,1968.0,diesel,0,GR,4,0,VAN,4,F
Seat,Ibiza,2003,1690,217000,M,4/5,0,55,1390.0,petrol,0,GR,4,0,HB,4,F
BMW,320,2007,5500,360000,M,4/5,0,120,1995.0,diesel,0,BL,4,0,SDN,4,B
Seat,Leon,2008,4200,245500,M,4/5,0,77,1896.0,diesel,1,GR,4,0,HB,4,F
Audi,Q7,2006,9500,221000,A,4/5,0,171,2967.0,diesel,0,GR,4,0,SUV,4,4x4
Volvo,S40,2001,650,126000,M,4/5,1,74,2000.0,petrol,1,GR,2,0,SDN,2,F
Peugeot,307,2003,1700,300000,M,4/5,0,80,1960.0,diesel,1,GR,4,0,SW,3,F
